0.166667 0.166633 0.012457 200 187 1000 994 1000 1000 100 10
0.166667 0.170964 0.012706 200 168 1000 947 1000 1000 100 10
0.166667 0.190178 0.012452 200 209 1000 1024 1000 1000 100 10
0.166667 0.191035 0.012604 200 216 1000 990 1000 1000 100 10
0.166667 0.172501 0.012449 200 187 1000 987 1000 1000 100 10
0.166667 0.177282 0.012427 200 201 1000 1030 1000 1000 100 10
0.166667 0.158894 0.012358 200 169 1000 979 1000 1000 100 10
0.166667 0.181331 0.012506 200 189 1000 1012 1000 1000 100 10
0.166667 0.180866 0.012346 200 193 1000 1047 1000 1000 100 10
0.166667 0.177585 0.012434 200 196 1000 1013 1000 1000 100 10
0.166667 0.156856 0.011886 200 170 1000 1012 1000 1000 100 10
0.166667 0.184567 0.012848 200 191 1000 959 1000 1000 100 10
0.166667 0.192569 0.012779 200 210 1000 983 1000 1000 100 10
0.166667 0.173586 0.012145 200 185 1000 1012 1000 1000 100 10
0.166667 0.205690 0.012473 200 230 1000 1037 1000 1000 100 10
0.166667 0.173996 0.012381 200 204 1000 1006 1000 1000 100 10
0.166667 0.180249 0.012259 200 200 1000 1021 1000 1000 100 10
0.166667 0.198598 0.013036 200 210 1000 970 1000 1000 100 10
0.166667 0.191222 0.012538 200 205 1000 995 1000 1000 100 10
0.166667 0.195762 0.012842 200 208 1000 1003 1000 1000 100 10
0.166667 0.187964 0.012637 200 202 1000 1013 1000 1000 100 10
0.166667 0.199583 0.012786 200 220 1000 986 1000 1000 100 10
0.166667 0.165684 0.012370 200 180 1000 979 1000 1000 100 10
0.166667 0.173047 0.012317 200 190 1000 983 1000 1000 100 10
0.166667 0.171234 0.012622 200 179 1000 974 1000 1000 100 10
0.166667 0.197339 0.012646 200 210 1000 1013 1000 1000 100 10
0.166667 0.175803 0.012269 200 191 1000 1024 1000 1000 100 10
0.166667 0.183177 0.012612 200 190 1000 990 1000 1000 100 10
0.166667 0.167306 0.012078 200 185 1000 1005 1000 1000 100 10
0.166667 0.184762 0.012611 200 200 1000 1003 1000 1000 100 10
0.166667 0.167657 0.012213 200 175 1000 980 1000 1000 100 10
0.166667 0.183432 0.012330 200 197 1000 1017 1000 1000 100 10
0.166667 0.173059 0.012590 200 187 1000 998 1000 1000 100 10
0.166667 0.187770 0.012749 200 199 1000 973 1000 1000 100 10
0.166667 0.192875 0.012960 200 207 1000 979 1000 1000 100 10
0.166667 0.205963 0.012932 200 227 1000 979 1000 1000 100 10
0.166667 0.188275 0.012548 200 214 1000 993 1000 1000 100 10
0.166667 0.199757 0.012759 200 217 1000 996 1000 1000 100 10
0.166667 0.160656 0.012477 200 164 1000 967 1000 1000 100 10
0.166667 0.185215 0.013084 200 193 1000 950 1000 1000 100 10
0.166667 0.157184 0.011788 200 179 1000 1056 1000 1000 100 10
0.166667 0.197582 0.012679 200 218 1000 1018 1000 1000 100 10
0.166667 0.171298 0.012134 200 184 1000 1013 1000 1000 100 10
0.166667 0.204693 0.013017 200 209 1000 973 1000 1000 100 10
0.166667 0.197201 0.012715 200 219 1000 1007 1000 1000 100 10
0.166667 0.193674 0.012469 200 214 1000 1026 1000 1000 100 10
0.166667 0.194904 0.013192 200 205 1000 949 1000 1000 100 10
0.166667 0.169923 0.012070 200 188 1000 1018 1000 1000 100 10
0.166667 0.183302 0.012582 200 197 1000 996 1000 1000 100 10
0.166667 0.188752 0.012726 200 199 1000 997 1000 1000 100 10
0.166667 0.208373 0.013063 200 209 1000 966 1000 1000 100 10
0.166667 0.174320 0.012194 200 192 1000 1004 1000 1000 100 10
0.166667 0.168783 0.011944 200 179 1000 1040 1000 1000 100 10
0.166667 0.173089 0.012596 200 175 1000 948 1000 1000 100 10
0.166667 0.187154 0.012558 200 206 1000 1004 1000 1000 100 10
0.166667 0.187716 0.012595 200 215 1000 1008 1000 1000 100 10
0.166667 0.157573 0.011975 200 172 1000 1017 1000 1000 100 10
0.166667 0.191244 0.012515 200 221 1000 1040 1000 1000 100 10
0.166667 0.194386 0.013049 200 193 1000 988 1000 1000 100 10
0.166667 0.180886 0.012417 200 207 1000 1026 1000 1000 100 10
0.166667 0.197544 0.013259 200 197 1000 962 1000 1000 100 10
0.166667 0.183222 0.012593 200 193 1000 1006 1000 1000 100 10
0.166667 0.164520 0.012298 200 184 1000 1012 1000 1000 100 10
0.166667 0.186241 0.012572 200 197 1000 1021 1000 1000 100 10
0.166667 0.181582 0.012780 200 188 1000 971 1000 1000 100 10
0.166667 0.196860 0.013079 200 218 1000 993 1000 1000 100 10
0.166667 0.187082 0.012559 200 218 1000 1041 1000 1000 100 10
0.166667 0.193607 0.012557 200 212 1000 994 1000 1000 100 10
0.166667 0.180269 0.012661 200 195 1000 988 1000 1000 100 10
0.166667 0.174003 0.012403 200 193 1000 1005 1000 1000 100 10
0.166667 0.169632 0.012387 200 187 1000 1013 1000 1000 100 10
0.166667 0.202445 0.013260 200 207 1000 941 1000 1000 100 10
0.166667 0.169028 0.012117 200 194 1000 1055 1000 1000 100 10
0.166667 0.184519 0.012520 200 199 1000 983 1000 1000 100 10
