0.166667 0.167920 0.014503 200 193 1000 1010 1 1000 1000 0 5
0.166667 0.174703 0.014773 200 191 1000 1008 1 1000 1000 0 5
0.166667 0.179873 0.015175 200 211 1000 974 1 1000 1000 0 5
0.166667 0.172321 0.014599 200 184 1000 1028 1 1000 1000 0 5
0.166667 0.153870 0.014710 200 201 1000 1020 1 1000 1000 0 5
0.166667 0.179886 0.014288 200 192 1000 1034 1 1000 1000 0 5
0.166667 0.158682 0.014375 200 199 1000 974 1 1000 1000 0 5
0.166667 0.158966 0.014314 200 195 1000 1043 1 1000 1000 0 5
0.166667 0.183595 0.013648 200 210 1000 1088 1 1000 1000 0 5
0.166667 0.146521 0.014086 200 187 1000 990 1 1000 1000 0 5
0.166667 0.172681 0.015042 200 208 1000 959 1 1000 1000 0 5
0.166667 0.172795 0.014698 200 188 1000 992 1 1000 1000 0 5
0.166667 0.168167 0.014624 200 195 1000 995 1 1000 1000 0 5
0.166667 0.143044 0.013513 200 172 1000 1039 1 1000 1000 0 5
0.166667 0.195909 0.014972 200 207 1000 992 1 1000 1000 0 5
0.166667 0.190695 0.014296 200 241 1000 1040 1 1000 1000 0 5
0.166667 0.143912 0.014207 200 184 1000 1021 1 1000 1000 0 5
0.166667 0.135470 0.014327 200 169 1000 1027 1 1000 1000 0 5
0.166667 0.156390 0.014795 200 192 1000 1009 1 1000 1000 0 5
0.166667 0.180206 0.014617 200 198 1000 992 1 1000 1000 0 5
0.166667 0.171701 0.014727 200 208 1000 998 1 1000 1000 0 5
0.166667 0.165413 0.013823 200 198 1000 1030 1 1000 1000 0 5
0.166667 0.127216 0.013900 200 194 1000 1072 1 1000 1000 0 5
0.166667 0.158394 0.013972 200 202 1000 1049 1 1000 1000 0 5
0.166667 0.188326 0.015183 200 201 1000 981 1 1000 1000 0 5
0.166667 0.173533 0.015213 200 189 1000 978 1 1000 1000 0 5
0.166667 0.171827 0.014191 200 215 1000 1009 1 1000 1000 0 5
0.166667 0.191978 0.014560 200 227 1000 1007 1 1000 1000 0 5
0.166667 0.179856 0.014493 200 198 1000 989 1 1000 1000 0 5
0.166667 0.151711 0.014144 200 192 1000 972 1 1000 1000 0 5
0.166667 0.188600 0.014989 200 231 1000 955 1 1000 1000 0 5
0.166667 0.150863 0.014835 200 197 1000 998 1 1000 1000 0 5
