0.166667 0.198429 0.014687 200 204 1000 970 1000 1000 0 5
0.166667 0.170071 0.014782 200 223 1000 984 1000 1000 0 5
0.166667 0.158513 0.014172 200 208 1000 1033 1000 1000 0 5
0.166667 0.159174 0.014446 200 189 1000 1005 1000 1000 0 5
0.166667 0.166304 0.014343 200 210 1000 1014 1000 1000 0 5
0.166667 0.192930 0.014969 200 198 1000 961 1000 1000 0 5
0.166667 0.163177 0.014204 200 190 1000 981 1000 1000 0 5
0.166667 0.154904 0.014392 200 205 1000 989 1000 1000 0 5
0.166667 0.133184 0.014005 200 158 1000 996 1000 1000 0 5
0.166667 0.174861 0.014860 200 188 1000 982 1000 1000 0 5
0.166667 0.142122 0.013956 200 182 1000 1037 1000 1000 0 5
0.166667 0.173981 0.014582 200 199 1000 1044 1000 1000 0 5
0.166667 0.151497 0.014448 200 183 1000 1014 1000 1000 0 5
0.166667 0.168884 0.015014 200 221 1000 986 1000 1000 0 5
0.166667 0.179271 0.014783 200 197 1000 983 1000 1000 0 5
0.166667 0.143665 0.014139 200 201 1000 1064 1000 1000 0 5
0.166667 0.132209 0.014001 200 188 1000 1028 1000 1000 0 5
0.166667 0.192225 0.015186 200 217 1000 980 1000 1000 0 5
0.166667 0.193092 0.014726 200 220 1000 1012 1000 1000 0 5
0.166667 0.173246 0.014952 200 211 1000 962 1000 1000 0 5
0.166667 0.172352 0.014288 200 200 1000 1040 1000 1000 0 5
0.166667 0.162088 0.014703 200 200 1000 971 1000 1000 0 5
0.166667 0.136528 0.014328 200 193 1000 1011 1000 1000 0 5
0.166667 0.200897 0.014763 200 211 1000 977 1000 1000 0 5
0.166667 0.147263 0.014091 200 192 1000 996 1000 1000 0 5
0.166667 0.188219 0.014611 200 220 1000 998 1000 1000 0 5
0.166667 0.155679 0.014609 200 227 1000 1035 1000 1000 0 5
0.166667 0.180239 0.014747 200 215 1000 968 1000 1000 0 5
0.166667 0.183922 0.014449 200 216 1000 1013 1000 1000 0 5
0.166667 0.168090 0.014334 200 179 1000 1055 1000 1000 0 5
0.166667 0.171076 0.014618 200 204 1000 1029 1000 1000 0 5
0.166667 0.175588 0.014726 200 192 1000 976 1000 1000 0 5
0.166667 0.145411 0.014243 200 190 1000 1035 1000 1000 0 5
0.166667 0.189314 0.014794 200 190 1000 961 1000 1000 0 5
0.166667 0.176206 0.014872 200 202 1000 995 1000 1000 0 5
