0.166667 0.188933 0.012390 200 210 1000 992 1000 1000 0 5
0.166667 0.193209 0.012428 200 220 1000 998 1000 1000 0 5
0.166667 0.181160 0.012568 200 192 1000 927 1000 1000 0 5
0.166667 0.187795 0.012832 200 203 1000 921 1000 1000 0 5
0.166667 0.168190 0.011885 200 191 1000 1025 1000 1000 0 5
0.166667 0.180813 0.012056 200 206 1000 1040 1000 1000 0 5
0.166667 0.192154 0.012382 200 218 1000 969 1000 1000 0 5
0.166667 0.175350 0.012384 200 200 1000 962 1000 1000 0 5
0.166667 0.143990 0.011657 200 168 1000 992 1000 1000 0 5
0.166667 0.176782 0.012008 200 197 1000 1029 1000 1000 0 5
