0.166667 0.185891 0.016817 200 209 1000 959 2 1000 1000 0 3
0.166667 0.200846 0.017404 200 205 1000 961 2 1000 1000 0 3
0.166667 0.156322 0.016313 200 185 1000 1024 2 1000 1000 0 3
0.166667 0.203419 0.016572 200 222 1000 1020 2 1000 1000 0 3
0.166667 0.207830 0.016783 200 204 1000 1028 2 1000 1000 0 3
0.166667 0.175975 0.015797 200 193 1000 1034 2 1000 1000 0 3
0.166667 0.199390 0.016518 200 177 1000 1020 2 1000 1000 0 3
0.166667 0.194564 0.017283 200 219 1000 979 2 1000 1000 0 3
0.166667 0.206922 0.017703 200 214 1000 964 2 1000 1000 0 3
0.166667 0.201351 0.016934 200 187 1000 961 2 1000 1000 0 3
0.166667 0.155918 0.016250 200 187 1000 999 2 1000 1000 0 3
0.166667 0.174709 0.016295 200 196 1000 1024 2 1000 1000 0 3
0.166667 0.213707 0.016927 200 205 1000 1006 2 1000 1000 0 3
0.166667 0.192127 0.016274 200 189 1000 1050 2 1000 1000 0 3
0.166667 0.246054 0.016724 200 215 1000 997 2 1000 1000 0 3
0.166667 0.196485 0.016897 200 179 1000 965 2 1000 1000 0 3
0.166667 0.209623 0.017065 200 201 1000 976 2 1000 1000 0 3
0.166667 0.211217 0.017285 200 196 1000 1007 2 1000 1000 0 3
0.166667 0.198828 0.017119 200 208 1000 1003 2 1000 1000 0 3
0.166667 0.183758 0.015886 200 203 1000 1045 2 1000 1000 0 3
0.166667 0.189759 0.016415 200 180 1000 1006 2 1000 1000 0 3
0.166667 0.195302 0.016530 200 193 1000 1033 2 1000 1000 0 3
0.166667 0.179757 0.016204 200 194 1000 1005 2 1000 1000 0 3
0.166667 0.217327 0.016947 200 200 1000 1012 2 1000 1000 0 3
0.166667 0.187917 0.016622 200 200 1000 965 2 1000 1000 0 3
0.166667 0.173551 0.016595 200 198 1000 993 2 1000 1000 0 3
0.166667 0.169428 0.016846 200 209 1000 1010 2 1000 1000 0 3
0.166667 0.198640 0.017650 200 195 1000 975 2 1000 1000 0 3
0.166667 0.210838 0.017711 200 200 1000 1001 2 1000 1000 0 3
0.166667 0.189046 0.016589 200 182 1000 1020 2 1000 1000 0 3
0.166667 0.187337 0.017314 200 187 1000 930 2 1000 1000 0 3
0.166667 0.182230 0.016221 200 195 1000 1034 2 1000 1000 0 3
0.166667 0.207070 0.017067 200 200 1000 967 2 1000 1000 0 3
0.166667 0.191340 0.016910 200 215 1000 981 2 1000 1000 0 3
0.166667 0.199801 0.017256 200 198 1000 995 2 1000 1000 0 3
0.166667 0.183718 0.017068 200 213 1000 998 2 1000 1000 0 3
0.166667 0.217675 0.017366 200 216 1000 971 2 1000 1000 0 3
0.166667 0.155323 0.016244 200 191 1000 931 2 1000 1000 0 3
0.166667 0.192681 0.016630 200 206 1000 1003 2 1000 1000 0 3
0.166667 0.189187 0.016743 200 209 1000 1004 2 1000 1000 0 3
0.166667 0.201103 0.017331 200 200 1000 986 2 1000 1000 0 3
0.166667 0.195628 0.016290 200 215 1000 1021 2 1000 1000 0 3
0.166667 0.206935 0.017051 200 196 1000 969 2 1000 1000 0 3
0.166667 0.150961 0.016720 200 174 1000 999 2 1000 1000 0 3
0.166667 0.186508 0.017018 200 201 1000 955 2 1000 1000 0 3
0.166667 0.193895 0.016626 200 189 1000 973 2 1000 1000 0 3
0.166667 0.178799 0.016026 200 200 1000 1061 2 1000 1000 0 3
0.166667 0.190904 0.016446 200 207 1000 1044 2 1000 1000 0 3
0.166667 0.195074 0.016824 200 203 1000 1023 2 1000 1000 0 3
0.166667 0.196251 0.016794 200 204 1000 1033 2 1000 1000 0 3
0.166667 0.147029 0.016919 200 189 1000 951 2 1000 1000 0 3
0.166667 0.185145 0.016410 200 198 1000 979 2 1000 1000 0 3
0.166667 0.188204 0.017490 200 195 1000 928 2 1000 1000 0 3
0.166667 0.171852 0.016687 200 198 1000 1037 2 1000 1000 0 3
0.166667 0.238003 0.017527 200 209 1000 967 2 1000 1000 0 3
0.166667 0.192070 0.016448 200 200 1000 1035 2 1000 1000 0 3
0.166667 0.162032 0.015897 200 193 1000 1029 2 1000 1000 0 3
0.166667 0.189616 0.016375 200 174 1000 1017 2 1000 1000 0 3
0.166667 0.177566 0.016854 200 185 1000 974 2 1000 1000 0 3
0.166667 0.203711 0.016527 200 205 1000 1009 2 1000 1000 0 3
0.166667 0.198526 0.017061 200 215 1000 995 2 1000 1000 0 3
0.166667 0.189051 0.016420 200 208 1000 1036 2 1000 1000 0 3
0.166667 0.192646 0.016282 200 174 1000 1025 2 1000 1000 0 3
0.166667 0.195671 0.017089 200 188 1000 1009 2 1000 1000 0 3
0.166667 0.155839 0.016419 200 169 1000 1037 2 1000 1000 0 3
0.166667 0.205715 0.017425 200 208 1000 960 2 1000 1000 0 3
0.166667 0.213271 0.016593 200 218 1000 1000 2 1000 1000 0 3
0.166667 0.166283 0.016608 200 206 1000 1002 2 1000 1000 0 3
0.166667 0.192082 0.016851 200 210 1000 991 2 1000 1000 0 3
0.166667 0.152662 0.015324 200 187 1000 1056 2 1000 1000 0 3
0.166667 0.148155 0.016732 200 183 1000 1032 2 1000 1000 0 3
0.166667 0.218347 0.016781 200 196 1000 1033 2 1000 1000 0 3
0.166667 0.164299 0.015939 200 201 1000 1002 2 1000 1000 0 3
0.166667 0.174832 0.016783 200 191 1000 1009 2 1000 1000 0 3
0.166667 0.209547 0.016394 200 202 1000 1002 2 1000 1000 0 3
0.166667 0.195076 0.015809 200 200 1000 1070 2 1000 1000 0 3
0.166667 0.236811 0.016932 200 235 1000 998 2 1000 1000 0 3
0.166667 0.165134 0.016318 200 167 1000 1007 2 1000 1000 0 3
0.166667 0.178406 0.017142 200 170 1000 984 2 1000 1000 0 3
0.166667 0.179374 0.016016 200 194 1000 1068 2 1000 1000 0 3
0.166667 0.164273 0.016260 200 190 1000 993 2 1000 1000 0 3
0.166667 0.201473 0.016859 200 190 1000 997 2 1000 1000 0 3
0.166667 0.188744 0.017362 200 186 1000 949 2 1000 1000 0 3
0.166667 0.198455 0.016463 200 215 1000 1020 2 1000 1000 0 3
0.166667 0.186687 0.016791 200 189 1000 991 2 1000 1000 0 3
0.166667 0.164207 0.016607 200 194 1000 1016 2 1000 1000 0 3
0.166667 0.180252 0.016771 200 177 1000 1001 2 1000 1000 0 3
0.166667 0.199906 0.016977 200 209 1000 981 2 1000 1000 0 3
0.166667 0.169028 0.016441 200 191 1000 1012 2 1000 1000 0 3
0.166667 0.174686 0.016368 200 187 1000 1024 2 1000 1000 0 3
0.166667 0.182217 0.017129 200 219 1000 956 2 1000 1000 0 3
0.166667 0.180884 0.016717 200 203 1000 990 2 1000 1000 0 3
0.166667 0.198501 0.017494 200 212 1000 988 2 1000 1000 0 3
0.166667 0.182600 0.017179 200 185 1000 959 2 1000 1000 0 3
0.166667 0.183252 0.016937 200 192 1000 994 2 1000 1000 0 3
0.166667 0.170034 0.015738 200 176 1000 1070 2 1000 1000 0 3
0.166667 0.141473 0.016177 200 172 1000 1007 2 1000 1000 0 3
0.166667 0.183555 0.016892 200 194 1000 968 2 1000 1000 0 3
0.166667 0.126892 0.016024 200 189 1000 1019 2 1000 1000 0 3
0.166667 0.141264 0.016169 200 171 1000 1013 2 1000 1000 0 3
